city_i,city_j,distance_km,flow_people,flow_capital_million,info_flow_index,supply_chain_strength,co_patents,gravity_score
13,22,2561.7,3,0.02,0.02,0.0,0,0.04
13,23,4836.9,0,0.0,0.0,0.0,0,0.0
13,24,3138.6,0,0.0,0.0,0.0,0,0.01
13,25,4273.0,0,0.01,0.0,0.0,0,0.01
13,26,797.7,1,0.01,0.22,0.052,0,0.05
13,27,4845.4,1,0.01,0.0,0.0,0,0.01
13,28,2046.8,0,0.0,0.04,0.0,0,0.02
13,29,4366.8,0,0.01,0.0,0.0,0,0.01
13,30,4703.5,0,0.01,0.0,0.0,0,0.01
13,31,3851.7,4,0.04,0.01,0.0,0,0.06
13,32,4523.9,0,0.0,0.0,0.0,0,0.01
13,33,3156.2,0,0.0,0.0,0.0,0,0.01
13,34,3048.3,3,0.02,0.02,0.0,0,0.05
13,35,1591.6,0,0.01,0.03,0.003,0,0.01
13,36,1723.3,9,0.09,0.1,0.001,0,0.1
13,37,4866.7,0,0.0,0.0,0.0,0,0.0
13,38,3738.3,0,0.0,0.0,0.0,0,0.01
13,39,911.2,17,0.18,0.54,0.028,0,0.2
13,40,2608.8,2,0.05,0.05,0.0,0,0.06
13,41,4906.9,1,0.02,0.0,0.0,0,0.02
13,42,4470.8,0,0.0,0.0,0.0,0,0.01
13,43,4268.6,1,0.01,0.0,0.0,0,0.02
13,44,4897.5,0,0.0,0.0,0.0,0,0.0
13,45,3333.9,0,0.0,0.0,0.0,0,0.0
13,46,4439.0,0,0.0,0.0,0.0,0,0.0
13,47,1849.7,1,0.05,0.23,0.001,0,0.06
13,48,3766.5,0,0.0,0.0,0.0,0,0.02
13,49,1461.3,0,0.0,0.02,0.002,0,0.01
13,50,1247.0,1,0.08,0.34,0.014,0,0.1
13,51,4404.4,0,0.0,0.0,0.0,0,0.01
13,52,4681.8,0,0.0,0.0,0.0,0,0.01
13,53,4330.6,0,0.0,0.0,0.0,0,0.01
13,54,3737.0,0,0.03,0.0,0.0,0,0.03
13,55,4407.6,0,0.0,0.0,0.0,0,0.02
13,56,2887.7,0,0.01,0.01,0.0,0,0.01
13,57,736.7,6,0.03,0.42,0.034,0,0.08
13,58,2129.4,2,0.03,0.09,0.001,0,0.04
13,59,4102.5,3,0.02,0.0,0.0,0,0.03
13,60,554.5,3,0.08,0.66,0.125,0,0.15
13,61,5900.1,0,0.0,0.0,0.0,0,0.0
13,62,2306.3,0,0.0,0.01,0.0,0,0.02
13,63,5273.3,0,0.0,0.0,0.0,0,0.0
13,64,2180.1,2,0.05,0.09,0.0,0,0.07
13,65,1712.6,16,0.04,0.46,0.002,0,0.17
13,66,1937.3,2,0.03,0.06,0.001,0,0.05
13,67,3984.1,1,0.01,0.0,0.0,0,0.03
13,68,3743.8,1,0.03,0.0,0.0,0,0.06
13,69,1253.8,3,0.07,0.12,0.01,0,0.07
13,70,5269.5,0,0.0,0.0,0.0,0,0.01
13,71,2336.2,14,0.03,0.19,0.0,0,0.17
13,72,4946.3,0,0.01,0.0,0.0,0,0.01
13,73,2796.4,12,0.13,0.05,0.0,0,0.14
13,74,613.0,3,0.03,0.17,0.044,0,0.04
13,75,5368.6,0,0.01,0.0,0.0,0,0.01
13,76,4845.0,0,0.01,0.0,0.0,0,0.01
13,77,2582.9,0,0.01,0.01,0.0,0,0.02
13,78,2973.5,0,0.01,0.01,0.0,0,0.02
13,79,1487.0,0,0.02,0.02,0.005,0,0.02
13,80,1089.3,7,0.04,0.24,0.011,0,0.07
13,81,4398.5,0,0.01,0.0,0.0,0,0.02
13,82,4185.7,1,0.04,0.01,0.0,0,0.04
13,83,1104.2,2,0.02,0.16,0.008,0,0.04
13,84,2219.9,0,0.0,0.02,0.0,0,0.01
13,85,3272.2,0,0.02,0.0,0.0,0,0.03
13,86,2882.0,2,0.09,0.02,0.0,0,0.09
13,87,4590.5,0,0.01,0.0,0.0,0,0.01
13,88,3888.5,0,0.01,0.0,0.0,0,0.01
13,89,2263.4,1,0.04,0.12,0.0,0,0.04
13,90,1623.6,0,0.01,0.09,0.002,0,0.03
13,91,1818.9,9,0.14,0.27,0.001,0,0.16
13,92,3686.2,1,0.02,0.0,0.0,0,0.02
13,93,3745.6,0,0.0,0.0,0.0,0,0.01
13,94,5155.8,0,0.0,0.0,0.0,0,0.01
13,95,950.5,0,0.01,0.13,0.029,0,0.01
13,96,728.3,26,0.08,1.25,0.018,0,0.36
13,97,850.2,12,0.22,0.71,0.034,0,0.26
13,98,3323.4,0,0.01,0.0,0.0,0,0.01
13,99,1172.9,5,0.13,0.24,0.005,0,0.23
13,100,3618.6,0,0.0,0.0,0.0,0,0.01
13,101,1559.5,2,0.01,0.08,0.0,0,0.03
13,102,4843.2,0,0.0,0.0,0.0,0,0.01
13,103,1833.6,0,0.01,0.03,0.001,0,0.02
13,104,2735.1,1,0.01,0.01,0.0,0,0.02
13,105,2264.7,4,0.01,0.05,0.0,0,0.06
13,106,1319.0,33,0.05,1.71,0.009,0,0.46
13,107,4124.9,1,0.0,0.0,0.0,0,0.01
13,108,2391.6,4,0.04,0.05,0.0,0,0.05
13,109,3631.3,1,0.0,0.0,0.0,0,0.02
13,110,1946.4,0,0.0,0.01,0.001,0,0.01
13,111,1365.3,6,0.07,0.15,0.005,0,0.09
13,112,2847.1,1,0.02,0.01,0.0,0,0.02
13,113,2737.1,26,0.24,0.16,0.0,0,0.37
13,114,2932.6,0,0.0,0.01,0.0,0,0.01
13,115,3202.3,0,0.01,0.0,0.0,0,0.02
13,116,409.6,26,0.47,1.31,0.167,0,0.96
13,117,1919.8,0,0.0,0.02,0.001,0,0.02
13,118,2115.9,6,0.04,0.19,0.001,0,0.11
13,119,1082.7,2,0.14,0.66,0.02,0,0.14
13,120,4511.8,0,0.01,0.0,0.0,0,0.02
13,121,2866.0,0,0.0,0.0,0.0,0,0.01
13,122,3094.7,3,0.02,0.02,0.0,0,0.05
13,123,2439.5,0,0.0,0.01,0.0,0,0.0
13,124,949.5,7,0.1,1.06,0.017,0,0.12
13,125,2850.9,11,0.03,0.09,0.0,0,0.13
13,126,2885.8,1,0.01,0.0,0.0,0,0.03
13,127,4505.4,0,0.0,0.0,0.0,0,0.0
13,128,3820.8,1,0.01,0.0,0.0,0,0.02
13,129,1514.5,0,0.0,0.11,0.002,0,0.01
13,130,2336.7,0,0.0,0.01,0.0,0,0.0
13,131,4601.8,0,0.0,0.0,0.0,0,0.01
13,132,3064.7,0,0.01,0.0,0.0,0,0.01
13,133,1706.2,1,0.03,0.21,0.001,0,0.06
13,134,1154.9,2,0.03,0.16,0.02,0,0.05
13,135,5581.0,1,0.02,0.0,0.0,0,0.04
13,136,4013.4,0,0.01,0.0,0.0,0,0.01
13,137,1491.1,2,0.01,0.18,0.005,0,0.03
13,138,1423.6,20,0.28,0.35,0.007,0,0.28
13,139,2224.1,0,0.01,0.01,0.0,0,0.02
13,140,1947.5,1,0.01,0.09,0.001,0,0.05
13,141,1888.9,2,0.08,0.4,0.0,0,0.11
13,142,3036.4,0,0.0,0.0,0.0,0,0.0
13,143,837.4,3,0.05,0.97,0.027,0,0.09
13,144,3448.3,1,0.01,0.0,0.0,0,0.02
13,145,2094.7,2,0.03,0.1,0.001,0,0.07
13,146,1262.5,1,0.03,0.08,0.011,0,0.03
13,147,2423.5,0,0.0,0.01,0.0,0,0.0
13,148,1845.5,3,0.06,0.18,0.001,0,0.09
13,149,2928.5,0,0.01,0.01,0.0,0,0.01
13,150,2002.5,2,0.01,0.1,0.001,0,0.03
13,151,2216.4,1,0.01,0.04,0.0,0,0.03
13,152,4529.6,0,0.0,0.0,0.0,0,0.01
13,153,1541.1,4,0.04,0.23,0.003,0,0.06
13,154,5849.2,0,0.0,0.0,0.0,0,0.01
13,155,3193.6,0,0.0,0.0,0.0,0,0.0
13,156,3474.3,7,0.06,0.01,0.0,0,0.13
13,157,2147.1,3,0.01,0.05,0.0,0,0.04
13,158,4700.5,0,0.0,0.0,0.0,0,0.01
13,159,4460.3,0,0.01,0.0,0.0,0,0.02
13,160,2900.9,0,0.0,0.0,0.0,0,0.01
13,161,2669.9,0,0.02,0.04,0.0,0,0.04
13,162,1911.1,9,0.16,0.2,0.001,0,0.16
13,163,4000.0,0,0.0,0.0,0.0,0,0.01
13,164,1921.7,2,0.03,0.19,0.001,0,0.05
13,165,4369.1,0,0.01,0.0,0.0,0,0.01
13,166,4519.5,0,0.01,0.0,0.0,0,0.02
13,167,4340.6,0,0.05,0.0,0.0,0,0.07
13,168,2105.1,1,0.03,0.02,0.0,0,0.06
13,169,818.6,0,0.05,0.39,0.028,0,0.05
13,170,3478.8,0,0.0,0.0,0.0,0,0.01
13,171,2478.1,1,0.0,0.01,0.0,0,0.02
13,172,260.6,69,0.07,2.03,0.227,0,0.71
13,173,3238.4,0,0.0,0.01,0.0,0,0.01
13,174,2300.7,1,0.02,0.04,0.0,0,0.03
13,175,2110.4,3,0.04,0.15,0.001,0,0.04
13,176,894.1,2,0.03,0.57,0.045,0,0.06
13,177,2030.4,12,0.06,0.33,0.0,0,0.16
13,178,3975.1,0,0.01,0.0,0.0,0,0.01
13,179,4134.5,4,0.07,0.01,0.0,0,0.12
13,180,3033.8,1,0.01,0.01,0.0,0,0.03
13,181,2533.3,0,0.0,0.01,0.0,0,0.0
13,182,4324.9,0,0.0,0.0,0.0,0,0.0
13,183,4505.1,1,0.01,0.0,0.0,0,0.01
13,184,1147.4,2,0.01,0.28,0.005,0,0.04
13,185,1337.1,7,0.02,0.4,0.008,0,0.14
13,186,3133.8,0,0.02,0.01,0.0,0,0.02
13,187,5160.2,0,0.0,0.0,0.0,0,0.01
13,188,2310.7,0,0.0,0.02,0.0,0,0.01
13,189,4811.6,0,0.0,0.0,0.0,0,0.0
13,190,1220.0,4,0.03,0.22,0.004,0,0.06
13,191,3233.9,0,0.01,0.01,0.0,0,0.02
13,192,2825.6,2,0.03,0.02,0.0,0,0.03
13,193,1150.1,1,0.01,0.14,0.011,0,0.02
13,194,2645.9,3,0.04,0.02,0.0,0,0.04
13,195,3988.7,0,0.02,0.0,0.0,0,0.02
13,196,2345.5,0,0.0,0.01,0.0,0,0.01
13,197,2351.8,5,0.05,0.03,0.0,0,0.09
13,198,5421.1,0,0.01,0.0,0.0,0,0.02
13,199,3281.3,0,0.0,0.0,0.0,0,0.0
14,15,4716.8,0,0.0,0.0,0.0,0,0.01
14,16,3522.1,0,0.0,0.0,0.0,0,0.01
14,17,980.6,4,0.05,1.19,0.013,0,0.08
14,18,3369.6,0,0.01,0.0,0.0,0,0.01
14,19,4401.1,0,0.0,0.0,0.0,0,0.0
14,20,4328.4,3,0.01,0.0,0.0,0,0.04
14,21,2957.4,1,0.01,0.01,0.0,0,0.02
14,22,1366.3,5,0.04,0.27,0.007,0,0.07
14,23,5149.1,0,0.0,0.0,0.0,0,0.0
14,24,2974.5,0,0.01,0.0,0.0,0,0.02
14,25,3861.4,0,0.02,0.0,0.0,0,0.03
14,26,2438.7,0,0.01,0.01,0.0,0,0.01
14,27,5297.6,0,0.01,0.0,0.0,0,0.01
14,28,442.3,2,0.01,0.82,0.123,0,0.1
14,29,5002.5,0,0.0,0.0,0.0,0,0.01
14,30,4333.9,0,0.0,0.0,0.0,0,0.0
14,31,4559.0,3,0.02,0.0,0.0,0,0.03
14,32,4029.4,1,0.01,0.0,0.0,0,0.02
14,33,4025.7,0,0.0,0.0,0.0,0,0.01
14,34,1704.2,4,0.1,0.22,0.0,0,0.11
14,35,2296.4,0,0.01,0.01,0.0,0,0.01
14,36,1302.1,3,0.03,0.19,0.01,0,0.06
14,37,4789.4,0,0.0,0.0,0.0,0,0.0
14,38,3190.0,0,0.0,0.0,0.0,0,0.0
14,39,761.0,17,0.11,1.48,0.045,0,0.19
14,40,973.6,29,0.26,1.25,0.02,0,0.36
14,41,4959.2,0,0.01,0.0,0.0,0,0.01
14,42,4434.8,1,0.01,0.0,0.0,0,0.03
14,43,4382.1,0,0.01,0.0,0.0,0,0.01
14,44,5308.8,0,0.0,0.0,0.0,0,0.0
14,45,4107.7,0,0.01,0.0,0.0,0,0.01
14,46,5108.9,0,0.0,0.0,0.0,0,0.01
14,47,3173.9,2,0.04,0.03,0.0,0,0.04
14,48,3106.2,0,0.02,0.01,0.0,0,0.02
14,49,2990.9,0,0.0,0.0,0.0,0,0.0
14,50,2572.4,0,0.0,0.04,0.0,0,0.01
14,51,3552.4,0,0.0,0.0,0.0,0,0.01
14,52,5516.3,0,0.0,0.0,0.0,0,0.0
14,53,4777.4,1,0.03,0.0,0.0,0,0.03
14,54,3087.4,12,0.07,0.03,0.0,0,0.13
14,55,4915.9,0,0.01,0.0,0.0,0,0.01
14,56,3658.2,0,0.0,0.0,0.0,0,0.01
14,57,1961.0,3,0.1,0.05,0.0,0,0.1
14,58,1482.5,11,0.07,0.52,0.004,0,0.15
14,59,3974.4,2,0.02,0.01,0.0,0,0.05
14,60,1122.3,2,0.12,0.18,0.015,0,0.13
14,61,5470.0,0,0.0,0.0,0.0,0,0.01
14,62,1698.0,0,0.02,0.06,0.003,0,0.02
14,63,4904.4,0,0.0,0.0,0.0,0,0.01
14,64,1955.6,17,0.13,0.14,0.001,0,0.2
14,65,1474.1,3,0.12,0.81,0.006,0,0.2
14,66,3154.7,1,0.01,0.01,0.0,0,0.01
14,67,3266.6,0,0.01,0.02,0.0,0,0.02
14,68,4276.2,0,0.01,0.0,0.0,0,0.01
14,69,632.8,3,0.05,0.64,0.041,0,0.05
14,70,4827.8,1,0.01,0.0,0.0,0,0.02
14,71,2612.5,5,0.07,0.09,0.0,0,0.07
14,72,5103.5,0,0.01,0.0,0.0,0,0.01
14,73,2653.0,7,0.02,0.11,0.0,0,0.08
14,74,1853.5,0,0.0,0.01,0.002,0,0.0
14,75,5355.9,0,0.01,0.0,0.0,0,0.01
14,76,4358.8,0,0.0,0.0,0.0,0,0.01
14,77,948.6,3,0.01,0.39,0.01,0,0.05
14,78,1740.4,4,0.05,0.12,0.002,0,0.05
14,79,2716.9,0,0.0,0.0,0.0,0,0.0
14,80,798.9,9,0.1,0.62,0.039,0,0.14
14,81,5196.6,1,0.01,0.0,0.0,0,0.02
14,82,4879.3,9,0.07,0.0,0.0,0,0.15
14,83,657.5,2,0.01,0.81,0.056,0,0.04
14,84,1322.1,2,0.03,0.14,0.005,0,0.03
14,85,4131.6,0,0.01,0.0,0.0,0,0.01
14,86,2468.6,4,0.03,0.05,0.0,0,0.05
14,87,4715.6,0,0.0,0.0,0.0,0,0.01
14,88,4342.9,0,0.0,0.0,0.0,0,0.01
14,89,826.4,9,0.06,1.09,0.029,0,0.27
14,90,2001.5,2,0.01,0.07,0.001,0,0.06
14,91,3028.1,4,0.03,0.04,0.0,0,0.06
14,92,3759.7,1,0.01,0.0,0.0,0,0.01
14,93,3552.4,1,0.01,0.0,0.0,0,0.02
14,94,5336.9,0,0.0,0.0,0.0,0,0.0
14,95,2085.7,0,0.0,0.02,0.001,0,0.0
14,96,1764.3,3,0.03,0.28,0.001,0,0.04
14,97,839.5,3,0.03,1.76,0.032,0,0.18
14,98,3102.2,1,0.01,0.01,0.0,0,0.03
14,99,2012.4,1,0.04,0.05,0.001,0,0.05
14,100,3987.9,0,0.0,0.0,0.0,0,0.0
14,101,2927.6,0,0.01,0.01,0.0,0,0.02
14,102,5163.2,0,0.0,0.0,0.0,0,0.0
14,103,1699.5,1,0.01,0.07,0.001,0,0.03
14,104,3072.1,3,0.02,0.0,0.0,0,0.05
14,105,1344.6,10,0.11,0.54,0.008,0,0.12
14,106,1855.6,15,0.17,0.88,0.001,0,0.23
14,107,3304.6,1,0.05,0.0,0.0,0,0.06
14,108,1744.0,3,0.05,0.09,0.002,0,0.2
14,109,3438.3,1,0.01,0.0,0.0,0,0.02
14,110,726.2,2,0.0,0.13,0.019,0,0.02
14,111,2678.3,1,0.05,0.02,0.0,0,0.06
14,112,3372.1,0,0.01,0.01,0.0,0,0.02
14,113,1943.4,111,0.25,0.46,0.0,0,1.68
14,114,2629.5,2,0.03,0.01,0.0,0,0.03
14,115,3277.7,3,0.03,0.01,0.0,0,0.04
14,116,1889.8,0,0.01,0.07,0.0,0,0.01
14,117,2127.9,0,0.0,0.02,0.0,0,0.01
14,118,856.1,9,0.08,2.51,0.053,0,0.42
14,119,1358.9,16,0.14,0.52,0.007,0,0.25
14,120,4255.7,1,0.01,0.0,0.0,0,0.02
14,121,2725.6,0,0.0,0.0,0.0,0,0.01
14,122,3107.9,2,0.02,0.03,0.0,0,0.07
14,123,2780.5,0,0.0,0.01,0.0,0,0.01
14,124,1500.7,6,0.08,0.74,0.002,0,0.09
14,125,2057.5,3,0.08,0.54,0.0,0,0.27
14,126,3101.3,0,0.0,0.0,0.0,0,0.01
14,127,5139.3,0,0.0,0.0,0.0,0,0.01
14,128,4663.8,0,0.01,0.0,0.0,0,0.02
14,129,1993.5,2,0.02,0.03,0.001,0,0.03
14,130,692.7,2,0.03,0.18,0.045,0,0.08
14,131,5304.8,1,0.01,0.0,0.0,0,0.04
14,132,2690.7,1,0.01,0.01,0.0,0,0.01
14,133,2996.3,1,0.01,0.02,0.0,0,0.06
14,134,2346.1,0,0.0,0.01,0.0,0,0.01
14,135,5064.0,11,0.03,0.0,0.0,0,0.12
14,136,3897.0,0,0.0,0.0,0.0,0,0.0
14,137,2546.3,1,0.01,0.01,0.0,0,0.02
14,138,2135.8,2,0.04,0.08,0.0,0,0.09
14,139,1338.8,1,0.01,0.04,0.004,0,0.02
14,140,2489.6,1,0.01,0.02,0.0,0,0.02
14,141,226.8,442,4.24,6.86,0.285,0,8.6
14,142,3842.5,0,0.0,0.0,0.0,0,0.0
14,143,846.7,3,0.13,0.39,0.04,0,0.15
14,144,3247.4,1,0.01,0.01,0.0,0,0.02
14,145,1158.0,14,0.18,0.74,0.007,0,0.2
14,146,423.1,10,0.21,0.37,0.066,0,0.23
14,147,2710.5,0,0.0,0.01,0.0,0,0.01
14,148,850.5,13,0.12,0.84,0.027,0,0.18
14,149,3700.2,0,0.02,0.0,0.0,0,0.05
14,150,2482.3,1,0.03,0.04,0.0,0,0.04
14,151,1440.3,2,0.16,0.23,0.004,0,0.16
14,152,5288.9,0,0.0,0.0,0.0,0,0.01
14,153,1725.4,4,0.09,0.15,0.002,0,0.12
14,154,5619.2,0,0.01,0.0,0.0,0,0.01
14,155,3747.9,0,0.01,0.0,0.0,0,0.01
14,156,3475.2,14,0.14,0.02,0.0,0,0.18
14,157,962.8,40,0.12,1.29,0.026,0,0.44
14,158,4450.4,0,0.0,0.0,0.0,0,0.01
14,159,4728.1,1,0.01,0.0,0.0,0,0.02
14,160,3264.0,0,0.0,0.0,0.0,0,0.01
14,161,3147.3,3,0.05,0.01,0.0,0,0.07
14,162,2965.9,2,0.09,0.03,0.0,0,0.21
14,163,4861.9,0,0.01,0.0,0.0,0,0.01
14,164,1966.9,12,0.03,0.26,0.001,0,0.13
14,165,4636.2,0,0.0,0.0,0.0,0,0.01
14,166,5016.1,1,0.03,0.0,0.0,0,0.04
14,167,3576.8,9,0.08,0.02,0.0,0,0.11
14,168,2681.1,0,0.02,0.01,0.0,0,0.02
14,169,1031.5,0,0.03,0.36,0.019,0,0.04
14,170,3937.5,0,0.0,0.0,0.0,0,0.01
14,171,3387.5,0,0.0,0.0,0.0,0,0.01
14,172,1508.3,0,0.01,0.16,0.004,0,0.03
14,173,2123.9,2,0.02,0.1,0.0,0,0.03
14,174,3121.0,3,0.03,0.01,0.0,0,0.04
14,175,1625.0,14,0.12,0.5,0.001,0,0.24
14,176,1354.4,3,0.02,0.32,0.004,0,0.04
14,177,767.9,23,0.1,2.28,0.039,0,0.76
14,178,4521.3,0,0.0,0.0,0.0,0,0.01
14,179,4137.8,10,0.04,0.01,0.0,0,0.12
14,180,3551.8,1,0.01,0.0,0.0,0,0.03
14,181,3459.7,0,0.01,0.0,0.0,0,0.01
14,182,3809.1,0,0.0,0.0,0.0,0,0.01
14,183,4036.9,0,0.01,0.0,0.0,0,0.01
14,184,2601.4,0,0.01,0.01,0.0,0,0.02
14,185,2883.1,0,0.01,0.03,0.0,0,0.04
14,186,2560.2,2,0.03,0.04,0.0,0,0.03
14,187,4748.1,0,0.01,0.0,0.0,0,0.01
14,188,1568.8,0,0.01,0.07,0.002,0,0.01
14,189,4633.8,0,0.0,0.0,0.0,0,0.0
14,190,1932.8,0,0.0,0.03,0.001,0,0.02
14,191,2790.3,2,0.01,0.05,0.0,0,0.05
14,192,1937.5,2,0.03,0.22,0.001,0,0.04
14,193,1270.8,1,0.01,0.1,0.005,0,0.02
14,194,3596.3,1,0.02,0.0,0.0,0,0.02
14,195,4550.9,1,0.0,0.0,0.0,0,0.02
14,196,1093.9,3,0.03,0.32,0.022,0,0.05
14,197,2382.4,3,0.02,0.03,0.0,0,0.05
14,198,5180.7,0,0.0,0.0,0.0,0,0.01
14,199,4195.0,0,0.0,0.0,0.0,0,0.0
15,16,1459.2,2,0.05,0.32,0.002,0,0.1
15,17,3969.3,8,0.05,0.01,0.0,0,0.11
15,18,2240.9,2,0.06,0.06,0.0,0,0.07
15,19,2276.5,1,0.04,0.03,0.0,0,0.05
15,20,2206.0,60,0.23,0.73,0.0,0,0.8
15,21,2329.3,9,0.07,0.06,0.0,0,0.11
15,22,3790.8,3,0.02,0.01,0.0,0,0.04
15,23,455.5,13,0.09,2.33,0.111,0,0.26
15,24,1797.4,2,0.02,0.23,0.001,0,0.04
15,25,1645.1,2,0.07,0.56,0.002,0,0.21
15,26,4333.8,0,0.01,0.0,0.0,0,0.01
15,27,769.4,53,0.52,2.96,0.041,0,0.55
15,28,4604.2,1,0.01,0.0,0.0,0,0.02
15,29,1082.9,9,0.08,0.99,0.011,0,0.24
15,30,1516.2,13,0.1,0.23,0.003,0,0.14
15,31,1287.8,37,1.21,5.54,0.003,0,2.89
15,32,1824.6,5,0.03,0.29,0.0,0,0.07
15,33,1869.7,1,0.01,0.09,0.001,0,0.05
15,34,3989.2,9,0.01,0.01,0.0,0,0.09
15,35,2896.9,1,0.01,0.01,0.0,0,0.01
15,36,3417.7,2,0.02,0.02,0.0,0,0.04
15,37,826.8,0,0.01,0.26,0.027,0,0.04
15,38,2115.0,0,0.01,0.05,0.0,0,0.02
15,39,4641.8,3,0.03,0.0,0.0,0,0.04
15,40,5301.0,8,0.04,0.0,0.0,0,0.1
15,41,572.4,54,0.86,4.55,0.062,0,1.12
15,42,682.2,34,0.18,1.68,0.017,0,0.49
15,43,402.8,23,0.86,3.9,0.123,0,1.13
15,44,709.0,14,0.13,0.72,0.042,0,0.16
15,45,1606.8,11,0.02,0.23,0.003,0,0.13
15,46,1196.0,19,0.03,0.69,0.004,0,0.21
15,47,3271.3,21,0.17,0.08,0.0,0,0.3
15,48,2348.4,6,0.05,0.19,0.0,0,0.07
15,49,3868.3,1,0.01,0.0,0.0,0,0.02
15,50,3524.4,2,0.03,0.01,0.0,0,0.11
15,51,2728.6,0,0.03,0.05,0.0,0,0.08
15,52,1772.8,4,0.03,0.24,0.001,0,0.05
15,53,565.6,665,2.47,8.94,0.075,0,7.36
15,54,2334.2,22,0.44,0.36,0.0,0,0.55
15,55,735.0,167,1.89,8.06,0.02,0,1.92
15,56,1848.3,3,0.04,0.15,0.001,0,0.05
15,57,3775.8,2,0.02,0.01,0.0,0,0.03
15,58,3277.6,10,0.04,0.05,0.0,0,0.18
15,59,1035.0,44,1.17,3.25,0.004,0,1.23
15,60,4405.5,0,0.01,0.0,0.0,0,0.05
15,61,2135.6,4,0.01,0.14,0.001,0,0.06
15,62,3087.7,0,0.04,0.02,0.0,0,0.05
15,63,1662.3,1,0.02,0.19,0.003,0,0.04
15,64,2761.4,12,0.06,0.08,0.0,0,0.17
15,65,3259.2,13,0.2,0.09,0.0,0,0.31
15,66,3036.9,3,0.03,0.03,0.0,0,0.1
15,67,2425.7,51,0.85,0.26,0.0,0,1.11
15,68,962.6,30,0.18,2.18,0.001,0,0.6
15,69,4195.9,3,0.04,0.0,0.0,0,0.06
15,70,1834.7,5,0.03,0.44,0.001,0,0.15
15,71,2203.1,128,0.63,0.6,0.0,0,1.52
15,72,470.1,98,0.18,4.53,0.051,0,1.53
15,73,2079.1,31,0.09,1.39,0.0,0,0.51
15,74,3884.2,0,0.0,0.0,0.0,0,0.0
15,75,1012.5,167,1.16,2.82,0.027,0,1.91
15,76,1827.9,6,0.07,0.49,0.002,0,0.15
15,77,5290.1,2,0.02,0.0,0.0,0,0.03
15,78,3757.0,4,0.01,0.01,0.0,0,0.07
15,79,3277.8,0,0.0,0.0,0.0,0,0.01
15,80,4131.5,2,0.03,0.0,0.0,0,0.05
15,81,1564.3,26,0.07,0.71,0.003,0,0.34
15,82,1225.3,39,0.57,6.06,0.012,0,0.97
15,83,4302.5,4,0.04,0.0,0.0,0,0.04
15,84,3521.9,1,0.0,0.0,0.0,0,0.02
15,85,1804.1,4,0.04,0.22,0.002,0,0.07
15,86,2372.4,37,0.3,0.28,0.0,0,0.39
15,87,270.9,168,0.79,6.73,0.263,0,3.5
15,88,748.2,47,0.6,1.24,0.032,0,0.64
15,89,4275.3,3,0.08,0.0,0.0,0,0.11
15,90,2931.3,10,0.13,0.06,0.0,0,0.13
15,91,3077.7,23,0.06,0.09,0.0,0,0.37
15,92,970.4,11,0.21,1.24,0.026,0,0.22
15,93,1378.7,9,0.09,0.73,0.003,0,0.17
15,94,667.7,70,0.41,1.87,0.038,0,1.03
15,95,3569.9,1,0.01,0.0,0.0,0,0.01
15,96,3761.2,6,0.05,0.01,0.0,0,0.11
15,97,4391.8,3,0.03,0.0,0.0,0,0.07
15,98,1732.5,22,0.03,0.33,0.001,0,0.26
15,99,3315.3,2,0.04,0.02,0.0,0,0.04
15,100,883.5,5,0.1,0.27,0.031,0,0.1
15,101,3458.0,3,0.03,0.01,0.0,0,0.04
15,102,475.0,65,0.71,2.73,0.078,0,1.73
15,103,3035.9,0,0.02,0.02,0.0,0,0.02
15,104,1763.5,9,0.38,0.26,0.001,0,0.54
15,105,3522.7,2,0.06,0.02,0.0,0,0.08
15,106,3212.9,30,0.31,0.14,0.0,0,0.34
15,107,2653.7,8,0.13,0.08,0.0,0,0.21
15,108,3072.5,7,0.01,0.02,0.0,0,0.08
15,109,1455.4,1,0.06,0.73,0.004,0,0.15
15,110,4090.1,0,0.0,0.0,0.0,0,0.01
15,111,3449.4,2,0.02,0.02,0.0,0,0.04
15,112,1666.2,31,0.19,0.55,0.001,0,0.34
15,113,3057.6,36,0.33,0.37,0.0,0,0.51
15,114,2170.6,5,0.07,0.12,0.0,0,0.07
15,115,1439.1,20,0.05,1.77,0.008,0,0.26
15,116,4133.4,2,0.04,0.0,0.0,0,0.06
15,117,2687.9,0,0.01,0.02,0.0,0,0.03
15,118,4057.0,8,0.13,0.01,0.0,0,0.17
15,119,3638.1,14,0.11,0.02,0.0,0,0.15
15,120,1229.8,11,0.38,2.15,0.011,0,0.48
15,121,2010.6,20,0.19,0.09,0.0,0,0.26
15,122,1611.5,28,0.07,2.4,0.002,0,0.42
15,123,2069.3,5,0.03,0.08,0.0,0,0.11
15,124,3650.6,10,0.06,0.02,0.0,0,0.18
15,125,2994.9,36,0.16,0.34,0.0,0,0.64
15,126,1655.4,2,0.04,0.31,0.003,0,0.05
15,127,1110.3,6,0.05,0.89,0.02,0,0.07
15,128,1640.5,18,0.1,0.63,0.003,0,0.28
15,129,3014.0,1,0.01,0.02,0.0,0,0.05
15,130,5110.2,0,0.01,0.0,0.0,0,0.01
15,131,1343.8,13,0.08,0.59,0.007,0,0.19
15,132,2174.5,5,0.01,0.04,0.0,0,0.08
15,133,3260.1,6,0.06,0.07,0.0,0,0.09
15,134,3446.1,0,0.01,0.0,0.0,0,0.02
