firm_id,city_id,industry_id,size_class,employees,revenue_million,profit_million,profit_margin,tfp,agglomeration_spillover,export_ratio,rd_ratio,supply_chain_distance,age,city_population
977,71,5,micro,23,0.0,0.0,0.368,0.649,0.21,0.081,0.021,14.5,41,690.93
978,47,5,large,335,0.02,0.01,0.245,1.303,0.21,0.056,0.029,113.2,11,427.14
979,191,1,medium,558,0.23,0.01,0.04,1.357,0.189,0.064,0.073,58.8,2,349.46
980,122,7,small,17,0.0,0.0,0.421,1.043,0.163,0.07,0.029,115.8,2,603.53
981,31,7,micro,16,0.0,0.0,0.186,1.001,0.258,0.142,0.028,20.3,5,946.03
982,6,6,small,4,0.0,0.0,0.189,0.805,0.244,0.042,0.03,89.9,2,719.97
983,59,6,medium,14,0.0,0.0,0.216,1.475,0.228,0.064,0.019,61.2,11,393.68
984,116,1,small,118,0.0,0.0,0.047,0.79,0.129,0.035,0.056,116.2,35,143.35
985,156,3,micro,10,0.0,0.0,0.663,0.528,0.292,0.249,0.077,20.1,1,958.89
986,192,5,large,545,0.03,0.01,0.489,0.8,0.129,0.052,0.031,3.7,17,183.85
987,167,17,small,122,0.01,0.0,0.34,1.225,0.189,0.239,0.03,22.6,5,989.1
988,125,18,large,411,0.04,0.01,0.224,1.2,0.292,0.08,0.03,114.0,4,1326.71
989,138,5,small,6,0.0,0.0,0.468,0.733,0.129,0.068,0.017,77.7,2,334.79
990,113,13,medium,107,0.04,0.0,0.018,2.255,0.357,0.238,0.047,43.0,5,1742.79
991,105,17,micro,19,0.0,0.0,0.211,0.784,0.189,0.166,0.018,25.1,4,222.31
992,162,10,medium,79,0.0,0.0,0.402,1.057,0.244,0.125,0.029,106.0,2,472.76
993,43,15,micro,23,0.0,0.0,0.514,0.753,0.163,0.134,0.019,6.6,5,109.83
994,75,19,small,19,0.0,0.0,0.148,0.731,0.21,0.123,0.016,44.2,9,337.61
995,191,3,large,507,0.03,0.0,0.11,1.075,0.21,0.063,0.054,42.9,4,349.46
996,122,1,large,735,0.02,0.0,0.134,1.314,0.228,0.119,0.061,67.2,15,603.53
997,113,12,small,27,0.0,0.0,0.065,0.917,0.333,0.212,0.042,67.6,12,1742.79
998,173,10,micro,65,0.01,0.0,0.217,0.704,0.129,0.066,0.023,65.8,9,208.75
999,157,5,small,14,0.0,0.0,0.414,0.983,0.163,0.037,0.03,0.3,1,238.37
1000,73,18,medium,150,0.02,0.0,0.237,1.989,0.27,0.173,0.032,10.5,10,709.56
1001,125,16,medium,23,0.0,0.0,0.04,1.271,0.318,0.081,0.042,23.6,9,1326.71
1002,47,5,medium,80,0.0,0.0,0.643,1.058,0.21,0.056,0.024,42.1,17,427.14
1003,6,15,micro,6,0.0,0.0,0.482,1.188,0.228,0.098,0.037,35.7,7,719.97
1004,195,16,medium,52,0.0,0.0,0.125,0.721,0.129,0.084,0.017,9.2,8,218.18
1005,156,6,micro,17,0.0,0.0,0.671,1.731,0.21,0.076,0.029,87.5,16,958.89
1006,179,1,small,16,0.0,0.0,0.397,1.624,0.352,0.21,0.074,10.5,5,1808.04
1007,167,17,small,13,0.0,0.0,0.303,0.923,0.189,0.15,0.037,4.1,5,989.1
1008,103,1,micro,19,0.0,0.0,0.123,1.038,0.129,0.017,0.055,50.4,4,66.53
1009,175,9,medium,311,0.02,0.0,0.273,0.904,0.189,0.039,0.03,40.1,5,339.4
1010,162,3,small,11,0.0,0.0,0.254,1.529,0.189,0.143,0.056,28.7,5,472.76
1011,65,18,micro,13,0.0,0.0,0.67,0.806,0.228,0.201,0.02,14.8,3,576.08
1012,125,2,small,23,0.0,0.0,0.122,1.028,0.244,0.183,0.073,28.9,12,1326.71
1013,71,2,micro,27,0.0,0.0,0.427,0.911,0.163,0.168,0.077,16.3,6,690.93
1014,58,14,micro,11,0.0,0.0,0.19,1.449,0.21,0.063,0.032,9.8,23,206.7
1015,18,4,small,10,0.0,0.0,0.46,1.455,0.129,0.13,0.061,82.4,4,59.86
1016,118,2,small,12,0.0,0.0,0.155,0.977,0.189,0.073,0.069,62.3,5,465.37
1017,89,3,micro,6,0.0,0.0,0.099,1.638,0.189,0.204,0.069,12.5,33,247.96
1018,20,11,small,14,0.0,0.0,0.351,0.854,0.189,0.191,0.026,79.2,11,642.68
1019,150,4,micro,9,0.0,0.0,0.51,0.862,0.129,0.013,0.054,67.5,1,190.66
1020,151,7,small,65,0.0,0.0,0.18,1.433,0.163,0.061,0.015,57.6,26,209.86
1021,59,16,large,569,0.02,0.01,0.415,1.012,0.189,0.214,0.026,11.4,17,393.68
1022,185,3,small,16,0.0,0.0,0.315,0.903,0.228,0.065,0.072,398.9,10,303.08
1023,161,16,large,150,0.01,0.0,0.359,0.864,0.189,0.121,0.03,55.2,16,326.06
1024,166,15,micro,63,0.0,0.0,0.388,0.681,0.163,0.056,0.024,24.2,11,337.67
1025,0,16,small,60,0.0,0.0,0.147,0.986,0.189,0.144,0.028,10.3,5,243.89
1026,191,6,medium,98,0.0,0.0,0.162,1.392,0.189,0.157,0.023,20.3,7,349.46
1027,195,9,medium,108,0.0,0.0,0.325,0.992,0.189,0.107,0.024,118.0,27,218.18
1028,113,14,small,30,0.0,0.0,0.191,0.792,0.326,0.196,0.039,92.9,19,1742.79
1029,194,0,medium,62,0.0,0.0,0.052,1.395,0.21,0.112,0.069,70.3,8,176.48
1030,125,13,small,28,0.0,0.0,0.335,0.781,0.31,0.155,0.028,10.0,2,1326.71
1031,31,2,micro,9,0.0,0.0,0.357,1.59,0.189,0.126,0.075,161.3,14,946.03
1032,167,5,micro,1,0.0,0.0,0.133,1.022,0.21,0.22,0.034,0.7,26,989.1
1033,119,16,micro,18,0.0,0.0,0.398,1.656,0.21,0.132,0.021,35.6,7,314.8
1034,77,12,medium,49,0.0,0.0,0.462,1.197,0.189,0.04,0.031,46.6,4,110.06
1035,59,12,small,16,0.0,0.0,0.151,1.083,0.129,0.143,0.025,96.6,6,393.68
1036,113,4,small,8,0.0,0.0,0.082,1.356,0.326,0.245,0.076,1.4,1,1742.79
1037,143,13,small,15,0.0,0.0,0.371,0.943,0.163,0.18,0.03,37.5,4,178.51
1038,177,2,medium,119,0.01,0.0,0.244,1.0,0.301,0.178,0.063,98.5,7,634.94
1039,125,19,micro,12,0.0,0.0,0.172,0.654,0.258,0.271,0.043,7.0,3,1326.71
1040,97,5,large,105,0.0,0.0,0.339,0.776,0.129,0.166,0.028,9.5,3,192.68
1041,128,16,micro,45,0.0,0.0,0.44,1.023,0.129,0.157,0.022,33.8,10,163.96
1042,113,18,micro,5,0.0,0.0,0.545,1.218,0.301,0.159,0.038,2.2,1,1742.79
1043,135,3,micro,4,0.0,0.0,0.534,0.636,0.163,0.226,0.066,9.3,22,699.2
1044,125,0,medium,114,0.01,0.0,0.205,1.297,0.27,0.272,0.081,96.0,2,1326.71
1045,191,17,micro,27,0.0,0.0,0.251,0.61,0.244,0.113,0.017,117.6,21,349.46
1046,125,15,micro,27,0.0,0.0,0.092,0.975,0.333,0.116,0.04,8.3,36,1326.71
1047,143,3,small,13,0.0,0.0,0.292,0.887,0.163,0.197,0.064,48.6,8,178.51
1048,179,16,small,5,0.0,0.0,0.152,1.23,0.383,0.232,0.045,3.7,15,1808.04
1049,179,16,small,10,0.0,0.0,0.397,1.663,0.383,0.201,0.047,74.4,5,1808.04
1050,31,9,small,2,0.0,0.0,0.56,0.718,0.282,0.244,0.029,44.1,1,946.03
1051,106,18,micro,7,0.0,0.0,0.644,1.171,0.292,0.217,0.025,8.4,10,978.66
1052,180,11,medium,50,0.01,0.0,0.215,1.448,0.163,0.083,0.025,2.9,27,277.46
1053,185,8,medium,16,0.0,0.0,0.089,0.927,0.163,0.185,0.028,67.7,6,303.08
1054,47,0,micro,6,0.0,0.0,0.016,0.597,0.189,0.17,0.073,42.7,6,427.14
1055,106,19,small,24,0.0,0.0,0.316,1.301,0.282,0.151,0.024,3.4,6,978.66
1056,67,2,large,113,0.0,0.0,0.475,0.836,0.258,0.108,0.056,26.1,3,404.86
1057,163,5,medium,91,0.0,0.0,0.103,1.353,0.163,0.024,0.023,9.2,3,65.32
1058,174,14,small,82,0.01,0.0,0.323,1.478,0.129,0.012,0.014,27.6,1,195.72
1059,108,0,small,17,0.0,0.0,0.147,0.919,0.189,0.075,0.062,55.3,15,192.01
1060,140,10,micro,15,0.0,0.0,0.15,0.866,0.163,0.152,0.015,30.3,5,186.32
1061,177,3,small,13,0.0,0.0,0.177,1.855,0.129,0.102,0.065,26.0,27,634.94
1062,148,0,large,174,0.0,0.0,0.067,0.847,0.163,0.153,0.061,3.1,2,250.12
1063,35,12,medium,28,0.0,0.0,0.199,0.966,0.129,0.11,0.017,158.5,1,43.78
1064,149,12,large,287,0.02,0.0,0.16,0.687,0.163,0.056,0.028,76.1,5,199.73
1065,36,14,micro,2,0.0,0.0,0.138,1.018,0.189,0.173,0.03,44.9,4,182.89
1066,135,12,small,29,0.0,0.0,0.299,0.634,0.163,0.222,0.02,78.6,9,699.2
1067,75,8,micro,52,0.0,0.0,0.258,1.272,0.189,0.173,0.033,7.6,1,337.61
1068,7,9,large,300,0.01,0.0,0.215,0.878,0.129,0.168,0.03,0.2,8,319.72
1069,55,4,small,10,0.0,0.0,0.145,1.04,0.189,0.192,0.06,45.1,62,376.64
1070,108,1,small,14,0.0,0.0,0.402,1.01,0.163,0.189,0.066,4.9,30,192.01
1071,197,17,micro,3,0.0,0.0,0.391,1.138,0.129,0.012,0.028,25.9,3,173.08
1072,64,13,micro,10,0.0,0.0,0.034,1.64,0.163,0.052,0.03,114.9,14,334.46
1073,191,2,small,11,0.0,0.0,0.05,1.266,0.189,0.203,0.069,20.6,3,349.46
1074,82,5,small,44,0.0,0.0,0.297,1.493,0.189,0.122,0.033,58.4,7,650.6
1075,185,17,small,9,0.0,0.0,0.199,1.177,0.189,0.197,0.03,51.2,19,303.08
1076,185,19,micro,12,0.0,0.0,0.15,1.484,0.21,0.067,0.015,51.9,1,303.08
1077,31,15,medium,60,0.0,0.0,0.592,1.551,0.31,0.231,0.029,35.1,7,946.03
1078,167,11,large,321,0.02,0.01,0.292,0.983,0.282,0.219,0.031,33.1,28,989.1
1079,113,17,micro,3,0.0,0.0,0.148,0.966,0.326,0.133,0.041,5.4,5,1742.79
1080,141,12,medium,30,0.0,0.0,0.57,1.408,0.21,0.221,0.021,51.5,30,548.48
1081,161,13,micro,13,0.0,0.0,0.125,1.057,0.129,0.059,0.024,20.8,18,326.06
1082,31,16,micro,13,0.0,0.0,0.373,2.754,0.27,0.124,0.029,36.3,2,946.03
1083,164,7,micro,13,0.0,0.0,0.231,0.847,0.21,0.214,0.023,20.3,2,388.92
1084,71,15,micro,20,0.0,0.0,0.277,0.855,0.228,0.193,0.032,132.5,12,690.93
1085,155,4,micro,19,0.0,0.0,0.39,0.775,0.129,0.192,0.061,60.8,2,72.65
1086,122,3,small,5,0.0,0.0,0.048,1.246,0.21,0.124,0.068,17.4,1,603.53
1087,141,16,small,20,0.0,0.0,0.199,1.039,0.189,0.194,0.03,26.7,22,548.48
1088,125,11,small,233,0.03,0.01,0.2,1.471,0.339,0.218,0.031,39.8,28,1326.71
1089,166,8,small,23,0.0,0.0,0.549,1.017,0.163,0.056,0.016,85.8,7,337.67
1090,179,10,small,2,0.0,0.0,0.324,1.047,0.368,0.142,0.033,132.1,1,1808.04
1091,106,19,medium,61,0.01,0.0,0.278,1.186,0.282,0.074,0.021,10.3,16,978.66
1092,89,17,medium,33,0.0,0.0,0.601,1.762,0.129,0.139,0.031,73.9,14,247.96
1093,59,10,small,15,0.0,0.0,0.576,0.897,0.21,0.028,0.025,106.6,33,393.68
1094,167,10,small,45,0.0,0.0,0.302,0.889,0.301,0.177,0.041,24.8,4,989.1
1095,187,12,medium,34,0.0,0.0,0.287,0.93,0.189,0.045,0.027,66.1,1,137.99
1096,48,15,micro,2,0.0,0.0,0.341,1.073,0.21,0.118,0.025,14.1,31,209.27
1097,106,17,small,21,0.0,0.0,0.62,1.069,0.27,0.088,0.04,16.0,1,978.66
1098,159,2,small,45,0.0,0.0,0.177,0.77,0.129,0.127,0.069,13.6,10,286.16
1099,131,12,micro,15,0.0,0.0,0.178,0.72,0.129,0.072,0.031,47.7,11,158.95
1100,167,4,small,30,0.0,0.0,0.527,0.981,0.244,0.128,0.077,64.8,6,989.1
1101,3,12,medium,54,0.0,0.0,0.308,1.207,0.21,0.2,0.021,12.9,6,680.64
1102,179,3,medium,70,0.0,0.0,0.349,1.304,0.352,0.293,0.083,54.5,11,1808.04
1103,8,16,medium,367,0.02,0.01,0.413,0.998,0.129,0.174,0.019,12.1,38,92.81
1104,106,13,small,25,0.0,0.0,0.171,1.045,0.292,0.161,0.022,53.4,10,978.66
1105,67,17,micro,13,0.0,0.0,0.297,1.134,0.189,0.175,0.026,6.2,6,404.86
1106,179,18,micro,5,0.0,0.0,0.312,1.318,0.301,0.154,0.03,69.9,1,1808.04
1107,67,18,medium,59,0.0,0.0,0.374,0.971,0.189,0.198,0.018,44.0,6,404.86
1108,85,2,small,3,0.0,0.0,0.061,1.148,0.129,0.142,0.053,9.9,9,89.86
1109,179,7,small,60,0.01,0.0,0.384,2.296,0.368,0.237,0.046,36.8,6,1808.04
1110,115,9,small,16,0.0,0.0,0.561,1.161,0.163,0.078,0.022,18.3,19,200.65
1111,179,15,small,22,0.0,0.0,0.129,1.277,0.326,0.14,0.042,42.3,3,1808.04
1112,135,0,medium,41,0.0,0.0,0.247,0.976,0.244,0.221,0.075,39.8,16,699.2
1113,17,18,micro,9,0.0,0.0,0.106,1.334,0.189,0.019,0.015,10.9,22,203.21
1114,105,8,medium,95,0.0,0.0,0.336,0.696,0.129,0.135,0.017,32.7,10,222.31
1115,42,12,small,28,0.0,0.0,0.135,0.879,0.163,0.158,0.018,57.3,34,132.2
1116,9,19,micro,9,0.0,0.0,0.343,2.023,0.129,0.085,0.019,29.7,7,255.33
1117,85,17,small,17,0.0,0.0,0.201,0.986,0.129,0.051,0.024,131.2,2,89.86
1118,179,7,small,16,0.0,0.0,0.042,0.671,0.368,0.236,0.034,7.8,1,1808.04
1119,29,9,small,27,0.0,0.0,0.433,1.144,0.163,0.068,0.029,21.1,2,110.86
1120,1,15,small,15,0.01,0.0,0.093,1.459,0.163,0.142,0.014,20.3,5,129.25
1121,179,14,small,76,0.01,0.01,0.454,1.355,0.318,0.285,0.038,12.0,5,1808.04
1122,113,14,micro,11,0.0,0.0,0.198,0.605,0.326,0.214,0.035,70.0,2,1742.79
1123,119,0,micro,3,0.0,0.0,0.3,1.188,0.163,0.195,0.07,63.3,19,314.8
1124,179,3,small,22,0.0,0.0,0.274,1.315,0.352,0.115,0.073,8.7,9,1808.04
1125,145,4,small,30,0.0,0.0,0.181,0.762,0.21,0.125,0.073,7.8,1,324.35
1126,167,5,micro,12,0.0,0.0,0.15,1.3,0.21,0.123,0.03,79.5,2,989.1
1127,159,1,small,70,0.01,0.0,0.268,1.075,0.189,0.211,0.072,31.4,21,286.16
1128,125,16,small,71,0.01,0.0,0.242,1.231,0.318,0.166,0.044,66.1,5,1326.71
1129,141,6,small,1,0.0,0.0,0.12,0.844,0.189,0.058,0.03,58.0,23,548.48
1130,120,15,medium,115,0.01,0.0,0.217,0.749,0.163,0.194,0.033,28.7,5,327.35
1131,82,18,micro,2,0.0,0.0,0.561,0.926,0.244,0.181,0.025,33.2,2,650.6
1132,68,6,medium,34,0.0,0.0,0.047,1.535,0.163,0.082,0.013,104.3,1,213.07
1133,42,9,small,54,0.0,0.0,0.467,0.883,0.189,0.14,0.013,95.5,7,132.2
1134,82,1,small,5,0.0,0.0,0.197,1.018,0.228,0.079,0.076,20.8,4,650.6
1135,122,5,small,15,0.0,0.0,0.095,1.087,0.21,0.208,0.031,50.2,8,603.53
1136,124,10,small,28,0.01,0.0,0.205,1.594,0.129,0.206,0.018,6.5,7,266.9
1137,141,3,small,37,0.0,0.0,0.428,0.923,0.189,0.144,0.056,173.8,4,548.48
1138,177,10,small,37,0.0,0.0,0.183,1.256,0.228,0.232,0.037,34.7,5,634.94
1139,135,6,medium,167,0.02,0.01,0.61,1.471,0.282,0.113,0.032,16.0,4,699.2
1140,40,19,medium,50,0.0,0.0,0.265,0.699,0.129,0.032,0.026,34.0,1,310.59
1141,3,7,micro,1,0.0,0.0,0.105,0.917,0.21,0.08,0.033,56.8,1,680.64
1142,50,0,medium,19,0.0,0.0,0.359,1.646,0.189,0.188,0.07,64.0,16,205.22
1143,179,9,small,15,0.0,0.0,0.546,1.752,0.339,0.269,0.037,22.6,2,1808.04
1144,122,6,small,4,0.0,0.0,0.448,1.703,0.228,0.125,0.029,78.1,7,603.53
1145,173,7,medium,47,0.0,0.0,0.177,1.166,0.189,0.12,0.023,37.8,9,208.75
1146,58,7,medium,69,0.01,0.0,0.053,1.225,0.163,0.189,0.014,3.6,37,206.7
1147,148,17,medium,74,0.0,0.0,0.413,0.927,0.163,0.195,0.021,36.0,16,250.12
1148,154,9,micro,1,0.0,0.0,0.069,1.465,0.163,0.161,0.022,64.8,16,198.95
1149,166,5,micro,13,0.0,0.0,0.043,0.663,0.21,0.059,0.022,69.5,12,337.67
1150,115,15,small,5,0.0,0.0,0.013,1.037,0.129,0.053,0.015,102.8,28,200.65
1151,164,8,medium,732,0.05,0.01,0.183,1.224,0.189,0.16,0.02,29.6,28,388.92
1152,179,2,large,34,0.0,0.0,0.177,1.27,0.318,0.107,0.086,7.4,2,1808.04
1153,185,19,small,21,0.0,0.0,0.439,0.618,0.21,0.1,0.023,37.3,4,303.08
1154,31,0,small,56,0.0,0.0,0.64,1.107,0.21,0.086,0.076,53.1,3,946.03
1155,125,14,medium,90,0.0,0.0,0.562,1.357,0.301,0.167,0.039,37.3,31,1326.71
1156,27,16,small,11,0.0,0.0,0.333,0.617,0.189,0.045,0.025,12.5,20,216.09
1157,179,7,small,70,0.0,0.0,0.45,1.46,0.368,0.128,0.034,7.7,2,1808.04
1158,185,3,micro,16,0.0,0.0,0.096,1.301,0.228,0.131,0.073,55.7,14,303.08
1159,113,8,medium,208,0.01,0.0,0.109,1.049,0.333,0.146,0.039,5.2,2,1742.79
1160,185,9,small,24,0.0,0.0,0.829,1.768,0.129,0.186,0.032,35.8,6,303.08
1161,159,19,medium,41,0.0,0.0,0.476,0.917,0.129,0.145,0.02,29.1,5,286.16
1162,144,0,large,166,0.02,0.0,0.239,1.262,0.163,0.093,0.053,52.6,3,192.46
1163,122,13,small,40,0.0,0.0,0.224,1.108,0.228,0.154,0.025,26.6,11,603.53
1164,93,16,medium,50,0.0,0.0,0.27,1.595,0.163,0.125,0.03,102.8,15,106.95
1165,186,12,small,23,0.0,0.0,0.414,2.192,0.21,0.147,0.026,27.3,5,238.23
1166,50,12,micro,9,0.0,0.0,0.141,0.977,0.163,0.018,0.03,8.9,8,205.22
1167,165,17,small,94,0.01,0.0,0.05,1.003,0.189,0.13,0.021,55.1,10,224.25
1168,82,11,micro,2,0.0,0.0,0.294,0.845,0.244,0.112,0.017,152.9,13,650.6
1169,156,17,micro,20,0.0,0.0,0.231,1.341,0.258,0.162,0.032,48.9,25,958.89
1170,39,4,medium,117,0.01,0.0,0.321,0.721,0.189,0.126,0.063,88.8,49,180.7
1171,85,10,large,110,0.01,0.0,0.276,1.373,0.129,0.045,0.027,102.7,20,89.86
1172,181,0,small,52,0.0,0.0,0.222,0.899,0.129,0.006,0.052,23.6,7,62.98
1173,119,16,medium,15,0.0,0.0,0.298,1.662,0.21,0.21,0.032,51.7,3,314.8
1174,113,15,micro,7,0.0,0.0,0.054,1.408,0.339,0.14,0.036,24.3,7,1742.79
1175,156,10,large,1035,0.09,0.05,0.587,0.688,0.244,0.242,0.031,10.9,2,958.89
1176,97,7,large,114,0.01,0.0,0.358,1.683,0.129,0.2,0.022,61.9,4,192.68
1177,113,7,small,18,0.0,0.0,0.289,1.664,0.31,0.152,0.037,34.5,5,1742.79
1178,120,4,small,31,0.0,0.0,0.392,1.21,0.21,0.141,0.073,6.9,34,327.35
1179,195,8,small,127,0.01,0.01,0.704,1.004,0.21,0.202,0.029,6.7,48,218.18
1180,166,6,large,534,0.02,0.0,0.254,0.935,0.189,0.095,0.017,35.4,7,337.67
1181,6,11,medium,66,0.01,0.0,0.173,2.007,0.163,0.174,0.018,12.6,2,719.97
1182,162,15,small,28,0.0,0.0,0.345,1.731,0.189,0.18,0.032,11.6,3,472.76
1183,113,13,small,58,0.0,0.0,0.184,1.27,0.357,0.237,0.034,38.4,35,1742.79
1184,57,10,small,23,0.0,0.0,0.336,0.562,0.163,0.162,0.014,101.9,39,108.94
1185,174,18,small,17,0.0,0.0,0.225,0.547,0.228,0.04,0.022,115.0,50,195.72
1186,65,3,large,774,0.04,0.01,0.157,1.024,0.21,0.072,0.056,53.9,4,576.08
1187,73,12,medium,102,0.0,0.0,0.122,0.806,0.21,0.091,0.023,9.6,12,709.56
1188,9,1,micro,5,0.0,0.0,0.255,0.645,0.189,0.155,0.069,19.5,13,255.33
1189,191,13,micro,12,0.0,0.0,0.299,1.615,0.189,0.106,0.023,10.6,27,349.46
1190,164,14,small,23,0.0,0.0,0.227,1.187,0.129,0.053,0.017,28.5,7,388.92
1191,33,15,small,11,0.0,0.0,0.446,0.889,0.129,0.12,0.023,96.4,1,51.54
1192,113,13,small,16,0.0,0.0,0.083,1.2,0.357,0.252,0.034,8.8,4,1742.79
1193,75,2,medium,39,0.0,0.0,0.303,1.039,0.21,0.208,0.069,15.1,2,337.61
1194,4,0,large,254,0.01,0.0,0.18,0.929,0.163,0.08,0.071,37.7,24,117.43
1195,179,14,micro,5,0.0,0.0,0.182,1.011,0.318,0.206,0.041,11.5,6,1808.04
1196,167,15,medium,72,0.0,0.0,0.365,0.716,0.27,0.251,0.039,40.6,13,989.1
1197,194,0,micro,11,0.0,0.0,0.358,0.748,0.21,0.063,0.059,31.4,4,176.48
1198,59,2,micro,26,0.0,0.0,0.132,1.577,0.163,0.196,0.072,3.2,14,393.68
1199,145,15,medium,26,0.0,0.0,0.157,1.532,0.189,0.19,0.014,15.2,6,324.35
1200,30,19,small,41,0.0,0.0,0.259,1.605,0.163,0.097,0.022,153.4,6,81.31
1201,105,10,small,54,0.0,0.0,0.185,1.894,0.21,0.194,0.02,86.5,2,222.31
1202,172,3,micro,4,0.0,0.0,0.353,1.718,0.163,0.076,0.069,0.7,15,137.4
1203,2,6,micro,9,0.0,0.0,0.149,1.399,0.129,0.121,0.016,60.7,5,283.64
1204,113,15,small,7,0.0,0.0,0.245,1.817,0.339,0.27,0.048,57.6,6,1742.79
1205,105,10,small,1,0.0,0.0,0.299,0.941,0.21,0.087,0.031,86.1,23,222.31
1206,143,1,small,42,0.0,0.0,0.266,1.205,0.163,0.097,0.058,42.0,15,178.51
1207,59,6,micro,26,0.0,0.0,0.034,2.049,0.228,0.129,0.02,124.5,1,393.68
1208,41,15,micro,7,0.0,0.0,0.179,1.25,0.163,0.122,0.028,48.4,1,176.16
1209,135,6,small,15,0.0,0.0,0.212,0.738,0.282,0.229,0.022,85.5,4,699.2
1210,133,8,micro,40,0.0,0.0,0.575,0.616,0.163,0.138,0.025,124.1,11,238.31
1211,156,18,small,19,0.0,0.0,0.527,0.837,0.228,0.097,0.021,35.5,14,958.89
1212,61,19,micro,8,0.0,0.0,0.45,1.188,0.129,0.077,0.012,36.1,6,123.27
1213,3,15,small,2,0.0,0.0,0.191,1.985,0.228,0.142,0.018,34.4,21,680.64
1214,177,4,small,4,0.0,0.0,0.412,1.185,0.189,0.043,0.066,13.2,1,634.94
1215,53,4,micro,1,0.0,0.0,0.241,0.756,0.189,0.15,0.07,9.9,19,273.6
1216,97,6,medium,12,0.0,0.0,0.103,1.243,0.129,0.075,0.028,94.8,17,192.68
1217,108,3,medium,15,0.0,0.0,0.195,1.04,0.163,0.108,0.068,103.4,11,192.01
1218,47,3,small,87,0.01,0.01,0.426,1.138,0.228,0.218,0.06,19.3,12,427.14
1219,113,5,micro,45,0.0,0.0,0.19,0.882,0.339,0.249,0.033,47.1,1,1742.79
1220,179,13,medium,139,0.01,0.0,0.019,1.211,0.346,0.136,0.033,6.5,3,1808.04
1221,66,12,medium,61,0.01,0.0,0.123,1.749,0.163,0.121,0.031,20.2,20,138.1
1222,113,6,small,46,0.01,0.0,0.034,1.123,0.31,0.217,0.037,63.9,13,1742.79
1223,71,3,small,39,0.02,0.01,0.328,2.271,0.21,0.236,0.07,8.3,17,690.93
1224,192,12,small,24,0.0,0.0,0.118,1.23,0.129,0.163,0.019,80.2,12,183.85
1225,55,2,medium,100,0.0,0.0,0.266,0.764,0.21,0.154,0.062,81.9,2,376.64
1226,25,2,micro,5,0.0,0.0,0.45,0.615,0.163,0.062,0.07,32.6,6,165.82
1227,31,7,medium,10,0.0,0.0,0.071,1.093,0.258,0.18,0.024,65.7,4,946.03
1228,82,11,small,16,0.0,0.0,0.408,1.132,0.244,0.056,0.02,147.3,19,650.6
1229,119,14,medium,86,0.01,0.0,0.12,0.651,0.129,0.024,0.023,32.2,1,314.8
1230,138,13,small,60,0.0,0.0,0.266,0.752,0.163,0.147,0.032,24.3,16,334.79
1231,120,7,small,30,0.0,0.0,0.221,0.98,0.228,0.025,0.026,90.3,21,327.35
1232,179,13,large,403,0.03,0.01,0.288,1.282,0.346,0.163,0.033,14.1,24,1808.04
1233,82,4,large,308,0.01,0.0,0.363,0.82,0.228,0.151,0.076,17.1,7,650.6
1234,149,9,micro,1,0.0,0.0,0.35,1.004,0.21,0.165,0.016,37.6,12,199.73
1235,65,12,small,22,0.0,0.0,0.32,0.941,0.228,0.164,0.019,73.0,33,576.08
1236,141,14,large,135,0.01,0.0,0.257,0.66,0.189,0.126,0.026,71.7,18,548.48
1237,179,1,micro,8,0.0,0.0,0.119,1.467,0.352,0.181,0.071,21.2,1,1808.04
1238,191,2,small,19,0.0,0.0,0.234,1.426,0.189,0.023,0.058,34.9,2,349.46
1239,154,1,medium,505,0.01,0.0,0.183,0.771,0.163,0.042,0.054,44.7,34,198.95
1240,180,10,small,4,0.0,0.0,0.445,1.018,0.21,0.086,0.021,93.5,4,277.46
1241,141,11,large,245,0.01,0.01,0.559,0.801,0.27,0.184,0.017,43.7,6,548.48
1242,186,0,small,33,0.0,0.0,0.218,1.36,0.163,0.102,0.067,2.1,3,238.23
1243,179,13,medium,33,0.0,0.0,0.489,0.789,0.346,0.269,0.033,30.9,5,1808.04
1244,25,15,small,13,0.0,0.0,0.655,0.782,0.129,0.04,0.028,29.9,17,165.82
1245,111,2,large,151,0.0,0.0,0.269,0.82,0.129,0.014,0.058,25.6,5,144.53
1246,80,6,micro,7,0.0,0.0,0.406,0.903,0.129,0.059,0.021,27.6,7,119.14
1247,3,16,medium,30,0.0,0.0,0.3,1.0,0.228,0.156,0.027,56.6,8,680.64
1248,108,13,small,11,0.0,0.0,0.138,1.185,0.163,0.08,0.031,22.9,5,192.01
1249,33,6,small,12,0.0,0.0,0.536,1.349,0.129,0.005,0.016,146.1,22,51.54
1250,6,14,micro,7,0.0,0.0,0.135,1.011,0.244,0.105,0.036,92.4,2,719.97
1251,106,17,micro,6,0.0,0.0,0.279,0.905,0.27,0.247,0.033,20.5,8,978.66
1252,58,6,small,22,0.0,0.0,0.48,0.973,0.129,0.065,0.027,71.5,20,206.7
1253,179,13,large,260,0.03,0.02,0.471,1.488,0.346,0.249,0.04,25.3,11,1808.04
1254,167,1,small,93,0.01,0.0,0.591,1.466,0.282,0.232,0.079,35.2,10,989.1
1255,185,1,small,53,0.0,0.0,0.044,1.142,0.21,0.054,0.065,20.0,4,303.08
1256,177,11,micro,13,0.0,0.0,0.548,1.152,0.163,0.231,0.022,3.4,8,634.94
