city_id,city_name,year,tier,tier_name,population_10k,area_km2,is_coastal,is_capital,has_port,gdp_billion,gdp_per_capita_10k,gdp_per_km2,avg_wage,employment_rate,patents,n_firms,firm_entry_rate,firm_exit_rate,infrastructure_index,edu_expenditure_ratio,doctors_per_1000,disposable_income
36,城市_036,2022,2,大城市,193.92,50.0,0,0,0,161.61,8333.64,323.22,91276.9,0.889,10,6301,0.082,0.03,100.0,0.059,2.1,55000.5
37,城市_037,2022,0,小城市,21.88,172.3,0,0,0,9.7,4433.82,5.63,7150.9,0.918,0,812,0.093,0.048,100.0,0.056,1.01,4230.8
38,城市_038,2022,0,小城市,40.29,87.4,0,0,0,37.74,9366.62,43.18,15176.8,0.9,0,2298,0.084,0.03,100.0,0.056,0.7,9458.0
39,城市_039,2022,2,大城市,195.07,293.5,0,0,0,145.89,7479.11,49.71,71873.7,0.906,11,6577,0.087,0.062,100.0,0.055,0.87,44812.9
40,城市_040,2022,3,特大城市,323.69,78.7,0,0,0,314.83,9726.32,399.9,140902.7,0.905,21,16427,0.066,0.039,100.0,0.065,1.68,85957.9
41,城市_041,2022,2,大城市,179.57,135.4,0,0,0,150.48,8380.18,111.14,63110.5,0.929,8,10141,0.132,0.058,100.0,0.07,0.62,38935.6
42,城市_042,2022,1,中等城市,139.87,222.3,1,0,0,139.79,9994.46,62.89,55823.4,0.879,3,7912,0.09,0.08,100.0,0.06,1.1,33138.9
43,城市_043,2022,1,中等城市,115.16,296.7,0,0,0,99.3,8623.3,33.47,40845.4,0.915,3,4614,0.126,0.034,100.0,0.056,1.35,25171.6
44,城市_044,2022,0,小城市,35.47,56.8,0,0,0,24.64,6946.36,43.37,12512.3,0.923,0,724,0.122,0.072,100.0,0.054,1.71,7380.6
45,城市_045,2022,0,小城市,74.54,113.6,1,0,1,50.6,6788.11,44.56,25546.8,0.916,1,3148,0.076,0.043,100.0,0.062,1.45,15329.8
46,城市_046,2022,1,中等城市,98.28,101.5,0,0,0,88.43,8998.6,87.13,39606.2,0.949,5,4951,0.081,0.088,100.0,0.068,0.8,23437.4
47,城市_047,2022,3,特大城市,442.12,88.0,0,0,0,310.68,7027.03,353.05,168213.9,0.901,21,15874,0.163,0.054,100.0,0.054,2.29,98621.0
48,城市_048,2022,2,大城市,220.1,609.3,1,0,0,210.19,9549.79,34.5,90376.5,0.925,3,13665,0.141,0.039,100.0,0.046,1.2,52357.5
49,城市_049,2022,0,小城市,25.5,205.2,1,0,0,15.05,5899.96,7.33,8752.2,0.899,0,1214,0.1,0.064,100.0,0.063,0.5,5374.1
50,城市_050,2022,2,大城市,211.7,54.1,0,0,0,220.54,10417.71,407.47,82252.3,0.93,7,9235,0.111,0.047,100.0,0.063,1.25,52585.4
51,城市_051,2022,1,中等城市,108.64,309.3,1,0,0,89.77,8263.18,29.02,41689.8,0.903,3,5536,0.09,0.036,100.0,0.051,1.89,26478.6
52,城市_052,2022,1,中等城市,77.29,810.6,0,0,0,66.32,8580.65,8.18,27113.9,0.894,2,3142,0.111,0.042,100.0,0.06,1.21,15246.2
53,城市_053,2022,3,特大城市,281.3,339.0,0,0,0,253.1,8997.58,74.66,113776.2,0.934,14,4898,0.093,0.057,100.0,0.059,1.45,72666.1
54,城市_054,2022,3,特大城市,429.15,50.0,0,0,0,306.16,7134.09,612.32,197028.0,0.902,27,13591,0.071,0.088,100.0,0.055,2.5,116336.2
55,城市_055,2022,3,特大城市,382.57,100.7,1,0,0,308.36,8060.01,306.07,145190.8,0.882,18,20155,0.084,0.03,100.0,0.052,0.89,89731.1
56,城市_056,2022,0,小城市,63.85,408.9,0,0,0,53.96,8450.88,13.2,25899.3,0.891,1,1843,0.102,0.052,100.0,0.064,0.5,14835.5
57,城市_057,2022,1,中等城市,112.83,84.3,0,0,0,93.67,8301.82,111.17,48329.1,0.915,3,3881,0.08,0.065,100.0,0.057,0.5,29203.3
58,城市_058,2022,2,大城市,215.62,211.7,0,0,0,222.66,10326.22,105.19,79276.5,0.934,8,5797,0.104,0.06,100.0,0.05,1.53,48312.0
59,城市_059,2022,3,特大城市,409.17,275.8,0,0,0,401.38,9809.68,145.53,147591.7,0.913,14,25705,0.089,0.087,100.0,0.045,1.73,81981.5
60,城市_060,2022,1,中等城市,95.35,70.7,0,0,0,65.65,6884.73,92.85,36805.7,0.929,3,5809,0.087,0.051,100.0,0.065,1.92,22755.0
61,城市_061,2022,1,中等城市,128.35,141.5,0,0,0,93.45,7280.63,66.04,46982.0,0.876,4,3622,0.12,0.05,100.0,0.062,1.33,30086.2
62,城市_062,2022,0,小城市,52.1,50.0,0,0,0,39.6,7599.67,79.19,22118.2,0.893,2,2003,0.106,0.063,100.0,0.06,0.88,13155.1
63,城市_063,2022,0,小城市,46.51,65.4,0,0,0,24.31,5227.73,37.18,16953.2,0.895,1,1395,0.101,0.053,100.0,0.057,1.07,10863.7
64,城市_064,2022,3,特大城市,344.07,121.3,0,0,0,401.21,11660.65,330.86,129636.7,0.907,12,15221,0.127,0.051,100.0,0.054,1.61,77044.3
65,城市_065,2022,3,特大城市,596.05,54.7,0,0,0,611.1,10252.41,1117.28,224549.5,0.917,37,25550,0.125,0.076,100.0,0.048,1.11,140452.9
66,城市_066,2022,1,中等城市,145.32,547.8,0,0,0,145.14,9987.59,26.49,61013.1,0.918,3,6819,0.133,0.041,100.0,0.056,2.59,32547.0
67,城市_067,2022,3,特大城市,432.96,50.0,0,0,0,317.22,7326.9,634.44,168090.0,0.903,24,17595,0.102,0.049,100.0,0.045,1.95,113051.1
68,城市_068,2022,2,大城市,218.96,104.4,1,0,0,228.63,10441.51,219.05,86303.0,0.909,7,19432,0.097,0.045,100.0,0.054,1.45,55653.7
69,城市_069,2022,1,中等城市,81.16,164.8,0,0,0,88.8,10941.88,53.89,32744.6,0.901,1,2193,0.076,0.079,100.0,0.058,1.44,19367.1
70,城市_070,2022,2,大城市,223.1,470.1,0,0,1,158.84,7119.83,33.79,84376.8,0.887,9,4912,0.097,0.03,100.0,0.061,1.71,45634.1
71,城市_071,2022,3,特大城市,704.92,50.0,0,0,0,772.45,10958.03,1544.91,292463.9,0.916,16,23047,0.138,0.077,100.0,0.052,2.05,178005.5
72,城市_072,2022,1,中等城市,149.03,376.4,0,0,1,124.17,8331.39,32.99,57345.3,0.901,3,3425,0.13,0.055,100.0,0.062,0.92,31923.1
73,城市_073,2022,3,特大城市,717.16,149.6,0,0,0,556.22,7755.9,371.72,315689.8,0.916,35,16860,0.138,0.035,100.0,0.059,2.44,193626.9
74,城市_074,2022,0,小城市,20.18,67.7,0,0,0,14.76,7314.37,21.81,7375.3,0.901,0,549,0.065,0.057,100.0,0.065,1.22,4516.2
75,城市_075,2022,3,特大城市,353.78,214.8,0,0,0,364.74,10309.69,169.81,139845.5,0.911,13,9869,0.131,0.069,100.0,0.059,1.16,79957.8
76,城市_076,2022,2,大城市,167.19,174.0,0,0,1,128.76,7701.52,73.99,65117.0,0.896,3,4618,0.068,0.066,100.0,0.058,1.98,41260.0
77,城市_077,2022,1,中等城市,114.96,91.8,0,0,0,111.08,9662.68,120.98,42439.2,0.928,2,4940,0.121,0.03,100.0,0.054,1.33,26489.2
78,城市_078,2022,2,大城市,169.19,156.9,0,0,0,111.19,6571.79,70.85,58287.3,0.881,6,5347,0.097,0.082,100.0,0.062,1.63,36678.7
79,城市_079,2022,0,小城市,20.76,109.0,0,0,0,11.3,5444.3,10.36,7397.0,0.886,0,723,0.115,0.036,100.0,0.068,1.73,4440.2
80,城市_080,2022,1,中等城市,123.85,162.5,0,0,0,103.33,8343.39,63.58,55003.7,0.959,4,5957,0.077,0.067,100.0,0.06,1.21,30666.5
81,城市_081,2022,2,大城市,215.38,252.1,0,0,0,186.99,8681.81,74.18,78755.0,0.885,11,6295,0.129,0.071,100.0,0.067,1.5,49563.3
82,城市_082,2022,3,特大城市,695.47,527.9,0,0,0,608.81,8753.91,115.34,272054.7,0.891,40,23632,0.089,0.051,100.0,0.045,2.51,161026.2
83,城市_083,2022,1,中等城市,89.53,55.1,0,0,0,79.94,8929.17,145.0,31364.2,0.917,2,3675,0.089,0.066,100.0,0.053,0.78,17510.8
84,城市_084,2022,0,小城市,68.53,817.6,0,1,0,57.11,8333.25,6.98,26913.5,0.86,1,1408,0.082,0.044,100.0,0.064,1.14,17239.7
85,城市_085,2022,1,中等城市,91.59,50.0,1,0,1,82.57,9015.31,165.14,35697.4,0.898,1,1647,0.067,0.03,100.0,0.06,1.21,23666.7
86,城市_086,2022,3,特大城市,390.01,131.4,0,0,1,351.81,9020.65,267.65,155681.6,0.953,16,15917,0.112,0.084,100.0,0.062,1.14,93216.3
87,城市_087,2022,2,大城市,213.12,237.6,0,0,0,201.54,9456.79,84.82,77674.4,0.875,11,9087,0.142,0.04,100.0,0.058,2.5,51635.9
88,城市_088,2022,1,中等城市,89.99,185.8,1,0,0,66.59,7400.55,35.84,34057.5,0.863,3,6149,0.156,0.035,100.0,0.055,0.5,20527.8
89,城市_089,2022,3,特大城市,262.31,90.2,1,0,1,314.99,12008.36,349.28,91731.6,0.877,16,10118,0.109,0.049,100.0,0.056,0.77,53991.9
90,城市_090,2022,2,大城市,170.25,125.7,0,0,0,127.26,7474.94,101.28,66794.7,0.922,5,8009,0.127,0.06,100.0,0.051,1.93,38813.5
91,城市_091,2022,3,特大城市,410.9,100.0,0,0,0,520.54,12668.32,520.32,178577.4,0.933,27,14255,0.116,0.06,100.0,0.05,2.01,115916.8
92,城市_092,2022,1,中等城市,75.05,92.6,1,0,1,58.6,7807.85,63.27,25281.2,0.892,2,3018,0.112,0.063,100.0,0.064,0.61,14577.0
93,城市_093,2022,1,中等城市,108.22,292.9,1,0,0,70.99,6559.41,24.24,36300.9,0.917,5,6565,0.096,0.03,100.0,0.063,1.48,22581.3
94,城市_094,2022,1,中等城市,104.54,197.5,0,0,0,103.12,9864.17,52.22,44901.0,0.931,3,2033,0.107,0.038,100.0,0.061,1.9,26187.4
95,城市_095,2022,0,小城市,35.51,85.3,0,0,0,26.04,7333.45,30.54,12126.7,0.937,1,1478,0.112,0.049,100.0,0.051,1.04,7108.5
96,城市_096,2022,2,大城市,210.18,304.8,0,0,1,206.02,9802.13,67.59,90221.9,0.901,12,14673,0.094,0.094,100.0,0.056,2.63,56921.7
97,城市_097,2022,2,大城市,200.16,189.8,0,0,1,206.44,10314.22,108.78,77304.7,0.859,7,8013,0.104,0.053,100.0,0.052,0.5,45501.5
98,城市_098,2022,2,大城市,155.83,284.4,0,0,1,137.17,8803.09,48.24,59397.0,0.888,5,9405,0.103,0.076,100.0,0.064,1.59,34916.9
99,城市_099,2022,1,中等城市,118.27,245.6,0,0,0,88.04,7444.24,35.85,46650.2,0.895,5,3602,0.12,0.054,100.0,0.056,1.77,29575.5
100,城市_100,2022,0,小城市,38.9,76.5,0,0,1,32.71,8408.21,42.77,13056.4,0.896,0,1417,0.08,0.041,100.0,0.054,1.51,8459.5
101,城市_101,2022,1,中等城市,101.06,94.8,1,0,0,80.92,8007.32,85.36,38596.1,0.899,2,3755,0.102,0.048,100.0,0.059,1.06,23904.1
102,城市_102,2022,1,中等城市,111.11,269.8,0,0,0,99.56,8960.18,36.89,40917.4,0.925,6,2101,0.141,0.05,100.0,0.056,1.03,23746.7
103,城市_103,2022,0,小城市,68.09,241.8,0,0,0,37.91,5567.28,15.67,22698.5,0.927,1,1764,0.125,0.064,100.0,0.067,1.33,13271.4
104,城市_104,2022,1,中等城市,132.2,146.0,1,0,0,116.33,8799.45,79.71,52018.2,0.9,4,3499,0.13,0.081,100.0,0.055,1.62,31335.6
105,城市_105,2022,2,大城市,225.42,163.0,1,0,0,177.97,7895.4,109.17,86817.3,0.928,12,10611,0.106,0.063,100.0,0.051,1.66,52926.2
106,城市_106,2022,3,特大城市,1027.24,412.5,0,0,0,1335.18,12997.63,323.71,430450.6,0.934,48,49092,0.134,0.101,100.0,0.038,3.15,245513.6
107,城市_107,2022,2,大城市,182.58,92.5,0,0,0,170.48,9337.46,184.39,64506.4,0.906,4,7402,0.125,0.036,100.0,0.058,0.78,40103.1
108,城市_108,2022,2,大城市,199.88,229.9,0,0,0,177.85,8897.63,77.36,88761.5,0.923,8,9415,0.136,0.047,100.0,0.055,1.2,53484.6
109,城市_109,2022,1,中等城市,145.3,126.2,0,0,0,129.86,8937.2,102.86,59973.5,0.905,2,5088,0.065,0.039,100.0,0.051,0.76,32897.2
110,城市_110,2022,0,小城市,22.12,124.7,0,0,0,13.06,5903.33,10.47,8368.8,0.942,0,1167,0.074,0.057,100.0,0.066,0.84,4788.0
111,城市_111,2022,1,中等城市,148.36,357.5,0,0,0,157.58,10621.58,44.08,55767.9,0.875,5,5472,0.13,0.047,100.0,0.062,1.74,32617.3
112,城市_112,2022,2,大城市,165.47,287.2,0,0,0,187.81,11350.24,65.38,55807.8,0.894,5,6193,0.099,0.069,100.0,0.058,1.32,33362.7
113,城市_113,2022,3,特大城市,1888.56,284.5,0,0,0,2162.04,11448.05,759.89,965852.1,0.947,78,64155,0.137,0.081,100.0,0.047,5.3,634254.2
114,城市_114,2022,1,中等城市,127.04,421.7,0,0,0,132.17,10403.49,31.34,48322.7,0.912,6,5739,0.078,0.054,100.0,0.062,1.3,29338.9
115,城市_115,2022,2,大城市,211.18,150.9,0,0,0,167.36,7925.16,110.89,77981.3,0.931,8,6846,0.094,0.069,100.0,0.054,1.37,44821.8
116,城市_116,2022,1,中等城市,148.83,256.1,0,0,0,109.99,7390.21,42.95,59282.0,0.903,7,7338,0.076,0.03,100.0,0.053,1.29,35961.6
117,城市_117,2022,0,小城市,49.83,115.8,0,1,0,37.35,7495.17,32.26,19955.0,0.873,1,1305,0.143,0.094,100.0,0.064,0.76,11762.2
118,城市_118,2022,3,特大城市,467.72,192.4,0,0,1,467.34,9991.77,242.96,190461.2,0.929,16,12374,0.112,0.057,100.0,0.057,1.71,116132.4
119,城市_119,2022,3,特大城市,328.12,133.7,1,0,0,279.24,8510.2,208.8,145674.6,0.924,15,14835,0.108,0.03,100.0,0.057,2.09,89942.0
120,城市_120,2022,3,特大城市,329.81,160.4,0,0,0,322.94,9791.85,201.35,144185.3,0.87,13,11814,0.12,0.062,100.0,0.052,1.58,91741.8
121,城市_121,2022,0,小城市,59.17,238.9,0,1,0,46.97,7937.54,19.66,19973.3,0.901,1,1899,0.121,0.052,100.0,0.062,0.7,11969.4
122,城市_122,2022,3,特大城市,631.58,77.1,1,0,1,524.82,8309.59,680.48,247833.9,0.885,49,30345,0.136,0.065,100.0,0.05,1.54,160886.1
123,城市_123,2022,0,小城市,38.11,791.5,0,0,0,29.86,7834.89,3.77,14807.6,0.888,0,1168,0.122,0.071,100.0,0.059,0.84,9287.9
124,城市_124,2022,3,特大城市,276.13,66.4,0,0,1,278.82,10097.58,420.13,88316.9,0.889,6,9566,0.095,0.072,100.0,0.064,1.48,51115.8
125,城市_125,2022,3,特大城市,1377.43,56.2,0,0,0,1477.05,10723.23,2628.91,586074.7,0.953,124,77104,0.131,0.092,100.0,0.042,3.78,390499.0
126,城市_126,2022,0,小城市,60.88,374.8,0,0,1,55.02,9038.06,14.68,20003.8,0.904,1,3553,0.117,0.061,100.0,0.051,0.5,12198.5
127,城市_127,2022,1,中等城市,87.2,279.6,1,0,0,57.3,6570.49,20.49,31486.3,0.877,2,5141,0.092,0.05,100.0,0.054,0.98,18103.0
128,城市_128,2022,2,大城市,172.3,244.5,0,0,1,156.26,9068.91,63.9,65288.6,0.922,3,5824,0.104,0.09,100.0,0.063,1.35,42410.7
129,城市_129,2022,1,中等城市,92.14,245.3,0,0,0,61.32,6654.4,24.99,33679.6,0.874,4,4903,0.11,0.03,100.0,0.06,0.5,22307.1
130,城市_130,2022,0,小城市,32.94,147.0,0,0,0,19.9,6042.32,13.54,11260.5,0.907,0,911,0.117,0.054,100.0,0.059,0.64,6745.2
131,城市_131,2022,2,大城市,164.6,72.4,0,0,0,126.0,7654.96,174.03,58377.0,0.888,5,4612,0.069,0.056,100.0,0.056,0.92,34144.1
132,城市_132,2022,0,小城市,52.94,157.7,0,0,0,34.45,6507.73,21.85,23268.0,0.894,1,962,0.116,0.068,100.0,0.062,0.69,13840.5
133,城市_133,2022,2,大城市,256.86,86.3,0,0,0,208.34,8110.75,241.3,118084.4,0.917,11,15608,0.102,0.04,100.0,0.053,1.5,73382.6
134,城市_134,2022,0,小城市,63.0,323.8,0,0,1,46.55,7388.43,14.38,21186.2,0.912,1,1788,0.116,0.03,100.0,0.061,1.02,13523.9
135,城市_135,2022,3,特大城市,729.4,131.9,1,0,1,810.01,11105.24,613.92,345304.5,0.946,22,25833,0.135,0.072,100.0,0.049,1.88,213092.5
136,城市_136,2022,0,小城市,67.4,76.7,0,0,0,49.34,7321.03,64.35,24173.5,0.9,1,1886,0.134,0.057,100.0,0.055,1.32,14577.9
137,城市_137,2022,1,中等城市,111.1,114.8,0,0,0,70.8,6372.94,61.7,42620.6,0.909,3,5035,0.13,0.083,100.0,0.056,2.04,27487.7
138,城市_138,2022,3,特大城市,367.03,206.5,0,0,0,397.68,10835.22,192.57,147182.0,0.901,12,12063,0.137,0.034,100.0,0.054,2.4,86927.9
139,城市_139,2022,0,小城市,44.89,94.5,0,0,0,29.18,6500.66,30.87,15451.0,0.905,1,1116,0.13,0.074,100.0,0.059,0.5,9748.4
140,城市_140,2022,2,大城市,198.06,76.9,0,0,0,168.35,8499.99,218.99,83742.4,0.914,9,8318,0.111,0.103,100.0,0.059,1.6,49521.7
141,城市_141,2022,3,特大城市,586.88,180.4,0,0,0,601.18,10243.57,333.32,244609.4,0.914,38,14042,0.116,0.058,100.0,0.035,1.84,149928.6
142,城市_142,2022,0,小城市,31.08,180.5,0,0,0,22.73,7314.75,12.59,10656.1,0.865,0,889,0.118,0.03,100.0,0.056,1.13,6357.4
143,城市_143,2022,2,大城市,182.67,98.9,0,0,0,183.06,10021.64,185.04,64052.8,0.911,12,3571,0.119,0.047,100.0,0.056,1.09,38324.3
144,城市_144,2022,2,大城市,190.79,101.8,0,0,0,175.12,9178.89,172.0,69286.8,0.912,8,4578,0.099,0.055,100.0,0.066,1.36,40787.7
145,城市_145,2022,3,特大城市,342.0,178.7,1,0,0,272.49,7967.66,152.5,120452.4,0.895,14,13273,0.117,0.07,100.0,0.051,1.62,77131.2
146,城市_146,2022,0,小城市,44.11,50.0,0,0,0,44.99,10200.71,89.98,16005.8,0.875,1,900,0.1,0.039,100.0,0.06,0.78,9251.5
147,城市_147,2022,0,小城市,41.37,50.0,0,0,0,31.13,7525.47,62.27,13585.8,0.931,2,975,0.084,0.082,100.0,0.067,0.62,7849.8
148,城市_148,2022,3,特大城市,253.89,83.5,0,0,1,218.42,8602.9,261.47,98348.4,0.917,6,9333,0.133,0.034,100.0,0.051,1.18,65266.9
149,城市_149,2022,2,大城市,206.72,125.1,1,0,0,205.74,9952.54,164.44,90340.6,0.901,7,6460,0.107,0.03,100.0,0.06,1.45,56854.5
150,城市_150,2022,2,大城市,198.49,190.3,0,0,0,176.74,8904.11,92.86,85393.4,0.883,3,13273,0.146,0.077,100.0,0.054,1.61,45125.8
151,城市_151,2022,2,大城市,219.49,483.1,0,0,0,201.94,9200.3,41.8,85998.0,0.889,8,13997,0.073,0.03,100.0,0.055,1.78,50140.5
152,城市_152,2022,1,中等城市,76.52,294.8,1,0,0,86.55,11310.15,29.36,28319.2,0.928,2,2169,0.091,0.048,100.0,0.055,0.87,15452.1
153,城市_153,2022,2,大城市,199.38,130.6,1,0,1,164.17,8234.06,125.71,90592.2,0.908,7,8668,0.106,0.118,100.0,0.054,1.46,51771.6
154,城市_154,2022,2,大城市,204.58,146.2,1,0,0,167.82,8203.08,114.81,83485.6,0.894,6,9422,0.128,0.055,100.0,0.071,1.81,42230.7
155,城市_155,2022,0,小城市,73.12,66.6,0,0,0,57.64,7883.12,86.62,26484.5,0.912,1,2248,0.11,0.03,100.0,0.063,1.7,15781.8
156,城市_156,2022,3,特大城市,995.5,146.2,0,0,0,1181.99,11873.34,808.3,376285.7,0.91,62,23382,0.133,0.075,100.0,0.055,2.55,212880.5
157,城市_157,2022,2,大城市,248.17,117.8,0,0,1,173.72,6999.91,147.45,101225.9,0.937,15,9096,0.084,0.056,100.0,0.06,1.28,60917.5
158,城市_158,2022,0,小城市,47.06,192.1,1,0,1,25.95,5514.89,13.51,18290.7,0.928,1,1643,0.078,0.054,100.0,0.051,1.17,10082.7
159,城市_159,2022,3,特大城市,305.73,76.6,0,0,0,250.93,8207.8,327.72,116084.7,0.899,14,9868,0.115,0.071,100.0,0.059,0.91,69939.6
160,城市_160,2022,0,小城市,57.99,224.9,0,0,0,34.34,5920.96,15.27,21815.5,0.889,0,2436,0.074,0.031,100.0,0.065,1.0,12817.7
161,城市_161,2022,3,特大城市,338.44,505.8,0,0,0,287.6,8497.71,56.86,131960.3,0.857,16,9939,0.098,0.093,100.0,0.052,1.91,85122.2
162,城市_162,2022,3,特大城市,481.28,136.0,1,0,1,487.2,10123.01,358.12,193752.0,0.883,20,12531,0.123,0.068,100.0,0.06,2.09,124454.8
163,城市_163,2022,0,小城市,69.06,204.7,0,0,0,46.53,6738.18,22.74,20982.7,0.875,1,2625,0.082,0.066,100.0,0.063,0.97,13084.0
164,城市_164,2022,3,特大城市,406.1,257.8,0,0,1,302.5,7449.05,117.35,161613.3,0.913,14,16773,0.143,0.048,100.0,0.065,1.75,95384.4
165,城市_165,2022,2,大城市,231.4,107.7,0,0,0,203.71,8803.42,189.21,98486.2,0.9,8,5980,0.131,0.082,100.0,0.055,0.96,64957.7
166,城市_166,2022,3,特大城市,338.31,177.6,0,0,0,348.71,10307.42,196.4,129111.8,0.882,16,16441,0.078,0.054,100.0,0.051,1.89,71451.6
167,城市_167,2022,3,特大城市,1058.41,149.9,0,0,0,835.06,7889.82,557.02,451681.3,0.922,40,22892,0.109,0.084,100.0,0.047,2.64,251989.9
168,城市_168,2022,1,中等城市,117.92,160.5,0,0,0,108.46,9198.24,67.59,42268.8,0.913,3,3647,0.057,0.034,100.0,0.066,1.05,25255.1
169,城市_169,2022,0,小城市,71.83,80.0,0,0,0,62.78,8740.84,78.51,27462.4,0.912,2,2445,0.086,0.032,100.0,0.05,0.93,18334.5
170,城市_170,2022,0,小城市,63.89,151.4,0,0,0,56.32,8816.06,37.21,23188.7,0.864,1,1941,0.117,0.065,100.0,0.049,1.07,13772.5
171,城市_171,2022,0,小城市,66.7,221.1,0,0,0,61.45,9213.13,27.8,22899.0,0.899,3,2071,0.093,0.043,100.0,0.06,0.88,13613.5
172,城市_172,2022,1,中等城市,138.8,473.9,0,0,0,159.7,11506.43,33.7,59280.7,0.876,3,8950,0.113,0.037,100.0,0.056,1.55,33004.1
173,城市_173,2022,2,大城市,208.24,319.7,0,0,0,170.15,8170.81,53.22,87877.8,0.924,6,5934,0.075,0.043,100.0,0.058,1.13,55220.4
174,城市_174,2022,2,大城市,206.52,830.9,0,0,0,180.8,8754.54,21.76,77056.4,0.921,5,15802,0.121,0.069,100.0,0.063,2.12,48437.3
175,城市_175,2022,3,特大城市,349.35,80.3,0,0,1,298.2,8535.99,371.23,146163.2,0.891,25,14652,0.098,0.047,100.0,0.054,2.29,91157.9
176,城市_176,2022,2,大城市,165.54,298.2,0,0,1,139.42,8422.21,46.75,66931.9,0.889,7,6260,0.105,0.052,100.0,0.049,0.82,38895.7
177,城市_177,2022,3,特大城市,647.78,171.9,0,0,1,788.89,12178.48,459.04,282770.4,0.908,24,27490,0.115,0.067,100.0,0.063,2.06,163667.1
178,城市_178,2022,1,中等城市,116.37,855.6,0,0,1,77.25,6638.45,9.03,38672.4,0.858,5,9144,0.078,0.03,100.0,0.054,0.86,21703.2
179,城市_179,2022,3,特大城市,1860.29,77.7,1,0,0,1761.8,9470.54,2266.29,881362.0,0.956,129,50796,0.126,0.07,100.0,0.035,3.79,531034.8
180,城市_180,2022,3,特大城市,290.04,75.8,0,0,0,317.92,10961.16,419.37,110386.4,0.902,12,7624,0.127,0.064,100.0,0.062,2.46,62654.0
181,城市_181,2022,0,小城市,64.92,91.9,1,0,0,57.9,8918.35,63.02,23319.0,0.921,1,1904,0.11,0.037,100.0,0.057,0.95,13167.7
182,城市_182,2022,0,小城市,53.55,50.0,0,0,0,38.06,7106.41,76.11,24210.2,0.879,1,1989,0.122,0.073,100.0,0.059,1.27,14218.4
183,城市_183,2022,2,大城市,245.38,97.5,0,0,0,244.47,9963.05,250.85,99296.9,0.894,10,5378,0.113,0.076,100.0,0.06,1.66,58121.0
184,城市_184,2022,1,中等城市,120.17,80.9,1,0,0,103.07,8577.0,127.47,44408.6,0.873,3,4450,0.106,0.068,100.0,0.064,0.69,25928.4
185,城市_185,2022,3,特大城市,304.31,167.4,0,0,0,341.44,11220.23,203.98,101853.7,0.888,21,18606,0.074,0.094,100.0,0.055,1.06,62537.5
186,城市_186,2022,2,大城市,237.17,195.1,0,0,0,209.47,8832.41,107.38,104523.0,0.883,6,9130,0.101,0.055,100.0,0.065,0.77,62961.7
187,城市_187,2022,1,中等城市,142.11,665.8,0,0,0,137.4,9668.33,20.64,49049.6,0.924,7,4788,0.103,0.067,100.0,0.048,0.78,29005.7
188,城市_188,2022,0,小城市,65.82,317.5,0,0,0,74.97,11390.77,23.62,22465.9,0.888,1,2011,0.141,0.04,100.0,0.063,0.5,13602.9
189,城市_189,2022,0,小城市,33.53,93.5,1,0,0,26.24,7825.69,28.05,11675.3,0.903,0,1614,0.115,0.1,100.0,0.055,1.33,6657.9
190,城市_190,2022,1,中等城市,101.22,72.3,1,0,0,81.66,8067.18,112.89,42842.5,0.895,4,2906,0.133,0.092,100.0,0.066,2.19,25840.8
191,城市_191,2022,3,特大城市,372.39,220.0,1,0,1,379.55,10192.36,172.54,159784.0,0.884,13,23837,0.122,0.06,100.0,0.057,1.67,96592.3
192,城市_192,2022,2,大城市,190.02,51.6,0,0,0,153.61,8083.72,297.6,73176.9,0.902,9,12485,0.091,0.063,100.0,0.055,0.59,40606.5
193,城市_193,2022,0,小城市,42.88,642.4,1,0,0,45.01,10495.93,7.01,15910.6,0.913,0,1703,0.103,0.078,100.0,0.063,0.75,10021.6
194,城市_194,2022,2,大城市,181.57,381.3,1,0,1,158.55,8732.19,41.58,67337.8,0.881,5,6656,0.11,0.052,100.0,0.063,1.06,38622.1
195,城市_195,2022,2,大城市,224.33,102.0,0,0,1,187.01,8336.44,183.4,89209.1,0.922,6,11242,0.087,0.043,100.0,0.061,0.85,53767.1
196,城市_196,2022,0,小城市,62.98,50.0,0,0,1,42.39,6730.52,84.78,23379.4,0.885,1,3217,0.094,0.069,100.0,0.054,1.53,14844.4
197,城市_197,2022,2,大城市,177.61,438.4,1,0,0,177.57,9997.55,40.51,74597.8,0.895,6,5130,0.101,0.056,100.0,0.056,1.69,46830.3
198,城市_198,2022,2,大城市,161.57,135.4,0,0,0,154.56,9565.68,114.13,67532.5,0.915,6,5075,0.136,0.058,100.0,0.058,0.68,40589.1
199,城市_199,2022,0,小城市,48.86,399.5,1,0,0,33.72,6899.97,8.44,18523.5,0.888,1,1208,0.06,0.035,100.0,0.059,1.44,10912.6
0,城市_000,2023,2,大城市,266.1,197.6,0,0,0,188.44,7081.55,95.36,104902.1,0.929,14,12912,0.137,0.065,100.0,0.058,1.19,61786.2
1,城市_001,2023,1,中等城市,139.9,232.4,0,0,0,135.7,9699.58,58.38,60764.1,0.935,4,4402,0.129,0.085,100.0,0.052,0.66,35746.8
2,城市_002,2023,3,特大城市,295.55,353.0,0,0,0,243.75,8247.25,69.05,111793.5,0.906,7,6732,0.088,0.03,100.0,0.055,1.95,73678.9
